:: start

Filling Terrain array...
 Terrain[17][18] = BUILDING
 Terrain[17][19] = BUILDING
 Terrain[17][20] = PARK
 Terrain[17][21] = BUILDING
 Terrain[17][22] = BUILDING
 Terrain[17][23] = BUILDING
 Terrain[17][24] = BUILDING
 Terrain[17][25] = BUILDING
 Terrain[17][26] = PARK
 Terrain[17][27] = BUILDING
 Terrain[17][28] = RIVER
 Terrain[17][29] = BUILDING
 Terrain[17][30] = RIVER
 Terrain[17][31] = RIVER
 Terrain[17][32] = RIVER
 Terrain[17][33] = BUILDING
 Terrain[17][34] = BUILDING
 Terrain[17][35] = BUILDING
 Terrain[17][36] = BUILDING
 Terrain[17][37] = RIVER
 Terrain[17][38] = BUILDING
 Terrain[17][39] = PARK
 Terrain[17][40] = BUILDING
 Terrain[17][41] = RIVER
 Terrain[17][42] = BUILDING
 Terrain[17][43] = PARK
 Terrain[17][44] = BUILDING
 Terrain[17][45] = BUILDING
 Terrain[17][46] = RIVER
 Terrain[17][47] = BUILDING
 Terrain[17][48] = BUILDING
 Terrain[18][0] = BUILDING
 Terrain[18][1] = BUILDING
 Terrain[18][2] = BUILDING
 Terrain[18][3] = BUILDING
 Terrain[18][4] = BUILDING
 Terrain[18][5] = PARK
 Terrain[18][6] = BUILDING
 Terrain[18][7] = RIVER
 Terrain[18][8] = BUILDING
 Terrain[18][9] = BUILDING
 Terrain[18][10] = RIVER
 Terrain[18][11] = BUILDING
 Terrain[18][12] = BUILDING
 Terrain[18][13] = BUILDING
 Terrain[18][14] = BUILDING
 Terrain[18][15] = BUILDING
 Terrain[18][16] = BUILDING
 Terrain[18][17] = BUILDING
 Terrain[18][18] = BUILDING
 Terrain[18][19] = BUILDING
 Terrain[18][20] = RIVER
 Terrain[18][21] = BUILDING
 Terrain[18][22] = BUILDING
 Terrain[18][23] = PARK
 Terrain[18][24] = PARK
 Terrain[18][25] = PARK
 Terrain[18][26] = BUILDING
 Terrain[18][27] = BUILDING
 Terrain[18][28] = BUILDING
 Terrain[18][29] = RIVER
 Terrain[18][30] = PARK
 Terrain[18][31] = BUILDING
 Terrain[18][32] = PARK
 Terrain[18][33] = BUILDING
 Terrain[18][34] = RIVER
 Terrain[18][35] = RIVER
 Terrain[18][36] = BUILDING
 Terrain[18][37] = PARK
 Terrain[18][38] = RIVER
 Terrain[18][39] = BUILDING
 Terrain[18][40] = BUILDING
 Terrain[18][41] = PARK
 Terrain[18][42] = BUILDING
 Terrain[18][43] = BUILDING
 Terrain[18][44] = BUILDING
 Terrain[18][45] = PARK
 Terrain[18][46] = RIVER
 Terrain[18][47] = BUILDING
 Terrain[18][48] = BUILDING
 Terrain[19][0] = BUILDING
 Terrain[19][1] = RIVER
 Terrain[19][2] = RIVER
 Terrain[19][3] = RIVER
 Terrain[19][4] = RIVER
 Terrain[19][5] = BUILDING
 Terrain[19][6] = BUILDING
 Terrain[19][7] = RIVER
 Terrain[19][8] = PARK
 Terrain[19][9] = PARK
 Terrain[19][10] = RIVER
 Terrain[19][11] = BUILDING
 Terrain[19][12] = RIVER
 Terrain[19][13] = BUILDING
 Terrain[19][14] = BUILDING
 Terrain[19][15] = BUILDING
 Terrain[19][16] = RIVER
 Terrain[19][17] = PARK
 Terrain[19][18] = BUILDING
 Terrain[19][19] = BUILDING
 Terrain[19][20] = BUILDING
 Terrain[19][21] = PARK
 Terrain[19][22] = RIVER
 Terrain[19][23] = BUILDING
 Terrain[19][24] = BUILDING
 Terrain[19][25] = BUILDING
 Terrain[19][26] = BUILDING
 Terrain[19][27] = PARK
 Terrain[19][28] = PARK
 Terrain[19][29] = BUILDING
 Terrain[19][30] = BUILDING
 Terrain[19][31] = BUILDING
 Terrain[19][32] = RIVER
 Terrain[19][33] = RIVER
 Terrain[19][34] = BUILDING
 Terrain[19][35] = BUILDING
 Terrain[19][36] = BUILDING
 Terrain[19][37] = BUILDING
 Terrain[19][38] = RIVER
 Terrain[19][39] = BUILDING
 Terrain[19][40] = BUILDING
 Terrain[19][41] = RIVER
 Terrain[19][42] = BUILDING
 Terrain[19][43] = BUILDING
 Terrain[19][44] = RIVER
 Terrain[19][45] = BUILDING
 Terrain[19][46] = BUILDING
 Terrain[19][47] = BUILDING
 Terrain[19][48] = RIVER
 Terrain[20][0] = RIVER
 Terrain[20][1] = BUILDING
 Terrain[20][2] = PARK
 Terrain[20][3] = BUILDING
 Terrain[20][4] = BUILDING
 Terrain[20][5] = BUILDING
 Terrain[20][6] = BUILDING
 Terrain[20][7] = BUILDING
 Terrain[20][8] = BUILDING
 Terrain[20][9] = RIVER
 Terrain[20][10] = BUILDING
 Terrain[20][11] = BUILDING
 Terrain[20][12] = RIVER
 Terrain[20][13] = BUILDING
 Terrain[20][14] = RIVER
 Terrain[20][15] = RIVER
 Terrain[20][16] = BUILDING
 Terrain[20][17] = PARK
 Terrain[20][18] = BUILDING
 Terrain[20][19] = BUILDING
 Terrain[20][20] = RIVER
 Terrain[20][21] = BUILDING
 Terrain[20][22] = RIVER
 Terrain[20][23] = BUILDING
 Terrain[20][24] = PARK
 Terrain[20][25] = RIVER
 Terrain[20][26] = BUILDING
 Terrain[20][27] = BUILDING
 Terrain[20][28] = PARK
 Terrain[20][29] = RIVER
 Terrain[20][30] = RIVER
 Terrain[20][31] = BUILDING
 Terrain[20][32] = BUILDING
 Terrain[20][33] = RIVER
 Terrain[20][34] = BUILDING
 Terrain[20][35] = BUILDING
 Terrain[20][36] = BUILDING
 Terrain[20][37] = RIVER
 Terrain[20][38] = PARK
 Terrain[20][39] = BUILDING
 Terrain[20][40] = RIVER
 Terrain[20][41] = BUILDING
 Terrain[20][42] = BUILDING
 Terrain[20][43] = BUILDING
 Terrain[20][44] = BUILDING
 Terrain[20][45] = BUILDING
 Terrain[20][46] = BUILDING
 Terrain[20][47] = RIVER
 Terrain[20][48] = PARK
 Terrain[21][0] = PARK
 Terrain[21][1] = RIVER
 Terrain[21][2] = RIVER
 Terrain[21][3] = BUILDING
 Terrain[21][4] = PARK
 Terrain[21][5] = BUILDING
 Terrain[21][6] = PARK
 Terrain[21][7] = BUILDING
 Terrain[21][8] = RIVER
 Terrain[21][9] = PARK
 Terrain[21][10] = BUILDING
 Terrain[21][11] = PARK
 Terrain[21][12] = BUILDING
 Terrain[21][13] = BUILDING
 Terrain[21][14] = RIVER
 Terrain[21][15] = BUILDING
 Terrain[21][16] = BUILDING
 Terrain[21][17] = RIVER
 Terrain[21][18] = BUILDING
 Terrain[21][19] = BUILDING
 Terrain[21][20] = RIVER
 Terrain[21][21] = RIVER
 Terrain[21][22] = BUILDING
 Terrain[21][23] = PARK
 Terrain[21][24] = RIVER
 Terrain[21][25] = PARK
 Terrain[21][26] = RIVER
 Terrain[21][27] = RIVER
 Terrain[21][28] = BUILDING
 Terrain[21][29] = BUILDING
 Terrain[21][30] = PARK
 Terrain[21][31] = PARK
 Terrain[21][32] = BUILDING
 Terrain[21][33] = BUILDING
 Terrain[21][34] = BUILDING
 Terrain[21][35] = PARK
 Terrain[21][36] = BUILDING
 Terrain[21][37] = PARK
 Terrain[21][38] = PARK
 Terrain[21][39] = BUILDING
 Terrain[21][40] = BUILDING
 Terrain[21][41] = RIVER
 Terrain[21][42] = BUILDING
 Terrain[21][43] = BUILDING
 Terrain[21][44] = BUILDING
 Terrain[21][45] = BUILDING
 Terrain[21][46] = BUILDING
 Terrain[21][47] = PARK
 Terrain[21][48] = BUILDING
 Terrain[22][0] = PARK
 Terrain[22][1] = BUILDING
 Terrain[22][2] = PARK
 Terrain[22][3] = RIVER
 Terrain[22][4] = BUILDING
 Terrain[22][5] = BUILDING
 Terrain[22][6] = RIVER
 Terrain[22][7] = RIVER
 Terrain[22][8] = PARK
 Terrain[22][9] = PARK
 Terrain[22][10] = BUILDING
 Terrain[22][11] = BUILDING
 Terrain[22][12] = BUILDING
 Terrain[22][13] = BUILDING
 Terrain[22][14] = BUILDING
 Terrain[22][15] = RIVER
 Terrain[22][16] = BUILDING
 Terrain[22][17] = BUILDING
 Terrain[22][18] = BUILDING
 Terrain[22][19] = RIVER
 Terrain[22][20] = PARK
 Terrain[22][21] = RIVER
 Terrain[22][22] = RIVER
 Terrain[22][23] = BUILDING
 Terrain[22][24] = BUILDING
 Terrain[22][25] = BUILDING
 Terrain[22][26] = RIVER
 Terrain[22][27] = BUILDING
 Terrain[22][28] = RIVER
 Terrain[22][29] = RIVER
 Terrain[22][30] = BUILDING
 Terrain[22][31] = BUILDING
 Terrain[22][32] = RIVER
 Terrain[22][33] = BUILDING
 Terrain[22][34] = PARK
 Terrain[22][35] = BUILDING
 Terrain[22][36] = BUILDING
 Terrain[22][37] = BUILDING
 Terrain[22][38] = RIVER
 Terrain[22][39] = PARK
 Terrain[22][40] = PARK
 Terrain[22][41] = PARK
 Terrain[22][42] = BUILDING
 Terrain[22][43] = BUILDING
 Terrain[22][44] = BUILDING
 Terrain[22][45] = BUILDING
 Terrain[22][46] = BUILDING
 Terrain[22][47] = PARK
 Terrain[22][48] = BUILDING
 Terrain[23][0] = PARK
 Terrain[23][1] = RIVER
 Terrain[23][2] = RIVER
 Terrain[23][3] = BUILDING
 Terrain[23][4] = PARK
 Terrain[23][5] = BUILDING
 Terrain[23][6] = BUILDING
 Terrain[23][7] = BUILDING
 Terrain[23][8] = BUILDING
 Terrain[23][9] = RIVER
 Terrain[23][10] = PARK
 Terrain[23][11] = RIVER
 Terrain[23][12] = RIVER
 Terrain[23][13] = RIVER
 Terrain[23][14] = BUILDING
 Terrain[23][15] = RIVER
 Terrain[23][16] = RIVER
 Terrain[23][17] = BUILDING
 Terrain[23][18] = RIVER
 Terrain[23][19] = PARK
 Terrain[23][20] = BUILDING
 Terrain[23][21] = BUILDING
 Terrain[23][22] = BUILDING
 Terrain[23][23] = BUILDING
 Terrain[23][24] = RIVER
 Terrain[23][25] = BUILDING
 Terrain[23][26] = BUILDING
 Terrain[23][27] = RIVER
 Terrain[23][28] = PARK
 Terrain[23][29] = BUILDING
 Terrain[23][30] = BUILDING
 Terrain[23][31] = BUILDING
 Terrain[23][32] = RIVER
 Terrain[23][33] = PARK
 Terrain[23][34] = BUILDING
 Terrain[23][35] = BUILDING
 Terrain[23][36] = RIVER
 Terrain[23][37] = RIVER
 Terrain[23][38] = RIVER
 Terrain[23][39] = RIVER
 Terrain[23][40] = BUILDING
 Terrain[23][41] = BUILDING
 Terrain[23][42] = RIVER
 Terrain[23][43] = BUILDING
 Terrain[23][44] = BUILDING
 Terrain[23][45] = BUILDING
 Terrain[23][46] = BUILDING
 Terrain[23][47] = BUILDING
 Terrain[23][48] = PARK
 Terrain[24][0] = PARK
 Terrain[24][1] = PARK
 Terrain[24][2] = BUILDING
 Terrain[24][3] = PARK
 Terrain[24][4] = BUILDING
 Terrain[24][5] = RIVER
 Terrain[24][6] = BUILDING
 Terrain[24][7] = PARK
 Terrain[24][8] = PARK
 Terrain[24][9] = PARK
 Terrain[24][10] = RIVER
 Terrain[24][11] = BUILDING
 Terrain[24][12] = PARK
 Terrain[24][13] = BUILDING
 Terrain[24][14] = RIVER
 Terrain[24][15] = BUILDING
 Terrain[24][16] = BUILDING
 Terrain[24][17] = PARK
 Terrain[24][18] = PARK
 Terrain[24][19] = BUILDING
 Terrain[24][20] = BUILDING
 Terrain[24][21] = PARK
 Terrain[24][22] = RIVER
 Terrain[24][23] = PARK
 Terrain[24][24] = BUILDING
 Terrain[24][25] = BUILDING
 Terrain[24][26] = RIVER
 Terrain[24][27] = BUILDING
 Terrain[24][28] = RIVER
 Terrain[24][29] = BUILDING
 Terrain[24][30] = RIVER
 Terrain[24][31] = BUILDING
 Terrain[24][32] = BUILDING
 Terrain[24][33] = PARK
 Terrain[24][34] = BUILDING
 Terrain[24][35] = BUILDING
 Terrain[24][36] = BUILDING
 Terrain[24][37] = BUILDING
 Terrain[24][38] = BUILDING
 Terrain[24][39] = BUILDING
 Terrain[24][40] = RIVER
 Terrain[24][41] = PARK
 Terrain[24][42] = BUILDING
 Terrain[24][43] = BUILDING
 Terrain[24][44] = BUILDING
 Terrain[24][45] = BUILDING
 Terrain[24][46] = BUILDING
 Terrain[24][47] = BUILDING
 Terrain[24][48] = RIVER
 Terrain[25][0] = PARK
 Terrain[25][1] = RIVER
 Terrain[25][2] = BUILDING
 Terrain[25][3] = PARK
 Terrain[25][4] = RIVER
 Terrain[25][5] = BUILDING
 Terrain[25][6] = RIVER
 Terrain[25][7] = BUILDING
 Terrain[25][8] = RIVER
 Terrain[25][9] = RIVER
 Terrain[25][10] = RIVER
 Terrain[25][11] = PARK
 Terrain[25][12] = BUILDING
 Terrain[25][13] = BUILDING
 Terrain[25][14] = BUILDING
 Terrain[25][15] = BUILDING
 Terrain[25][16] = BUILDING
 Terrain[25][17] = BUILDING
 Terrain[25][18] = BUILDING
 Terrain[25][19] = BUILDING
 Terrain[25][20] = RIVER
 Terrain[25][21] = PARK
 Terrain[25][22] = BUILDING
 Terrain[25][23] = BUILDING
 Terrain[25][24] = PARK
 Terrain[25][25] = RIVER
 Terrain[25][26] = BUILDING
 Terrain[25][27] = BUILDING
 Terrain[25][28] = PARK
 Terrain[25][29] = BUILDING
 Terrain[25][30] = PARK
 Terrain[25][31] = BUILDING
 Terrain[25][32] = BUILDING
 Terrain[25][33] = BUILDING
 Terrain[25][34] = BUILDING
 Terrain[25][35] = BUILDING
 Terrain[25][36] = PARK
 Terrain[25][37] = BUILDING
 Terrain[25][38] = BUILDING
 Terrain[25][39] = PARK
 Terrain[25][40] = RIVER
 Terrain[25][41] = BUILDING
 Terrain[25][42] = RIVER
 Terrain[25][43] = BUILDING
 Terrain[25][44] = PARK
 Terrain[25][45] = PARK
 Terrain[25][46] = PARK
 Terrain[25][47] = RIVER
 Terrain[25][48] = PARK
 Terrain[26][0] = RIVER
 Terrain[26][1] = PARK
 Terrain[26][2] = BUILDING
 Terrain[26][3] = RIVER
 Terrain[26][4] = BUILDING
 Terrain[26][5] = PARK
 Terrain[26][6] = BUILDING
 Terrain[26][7] = PARK
 Terrain[26][8] = PARK
 Terrain[26][9] = BUILDING
 Terrain[26][10] = PARK
 Terrain[26][11] = BUILDING
 Terrain[26][12] = BUILDING
 Terrain[26][13] = RIVER
 Terrain[26][14] = PARK
 Terrain[26][15] = BUILDING
 Terrain[26][16] = RIVER
 Terrain[26][17] = RIVER
 Terrain[26][18] = BUILDING
 Terrain[26][19] = BUILDING
 Terrain[26][20] = BUILDING
 Terrain[26][21] = BUILDING
 Terrain[26][22] = BUILDING
 Terrain[26][23] = BUILDING
 Terrain[26][24] = RIVER
 Terrain[26][25] = PARK
 Terrain[26][26] = BUILDING
 Terrain[26][27] = BUILDING
 Terrain[26][28] = PARK
 Terrain[26][29] = RIVER
 Terrain[26][30] = RIVER
 Terrain[26][31] = BUILDING
 Terrain[26][32] = BUILDING
 Terrain[26][33] = BUILDING
 Terrain[26][34] = BUILDING
 Terrain[26][35] = PARK
 Terrain[26][36] = RIVER
 Terrain[26][37] = PARK
 Terrain[26][38] = BUILDING
 Terrain[26][39] = RIVER
 Terrain[26][40] = BUILDING
 Terrain[26][41] = BUILDING
 Terrain[26][42] = BUILDING
 Terrain[26][43] = RIVER
 Terrain[26][44] = BUILDING
 Terrain[26][45] = BUILDING
 Terrain[26][46] = RIVER
 Terrain[26][47] = BUILDING
 Terrain[26][48] = BUILDING
 Terrain[27][0] = BUILDING
 Terrain[27][1] = BUILDING
 Terrain[27][2] = RIVER
 Terrain[27][3] = BUILDING
 Terrain[27][4] = BUILDING
 Terrain[27][5] = BUILDING
 Terrain[27][6] = BUILDING
 Terrain[27][7] = PARK
 Terrain[27][8] = BUILDING
 Terrain[27][9] = RIVER
 Terrain[27][10] = BUILDING
 Terrain[27][11] = PARK
 Terrain[27][12] = PARK
 Terrain[27][13] = BUILDING
 Terrain[27][14] = BUILDING
 Terrain[27][15] = BUILDING
 Terrain[27][16] = PARK
 Terrain[27][17] = RIVER
 Terrain[27][18] = BUILDING
 Terrain[27][19] = BUILDING
 Terrain[27][20] = PARK
 Terrain[27][21] = BUILDING
 Terrain[27][22] = BUILDING
 Terrain[27][23] = PARK
 Terrain[27][24] = RIVER
 Terrain[27][25] = BUILDING
 Terrain[27][26] = BUILDING
 Terrain[27][27] = BUILDING
 Terrain[27][28] = BUILDING
 Terrain[27][29] = BUILDING
 Terrain[27][30] = PARK
 Terrain[27][31] = PARK
 Terrain[27][32] = PARK
 Terrain[27][33] = BUILDING
 Terrain[27][34] = BUILDING
 Terrain[27][35] = BUILDING
 Terrain[27][36] = RIVER
 Terrain[27][37] = BUILDING
 Terrain[27][38] = BUILDING
 Terrain[27][39] = RIVER
 Terrain[27][40] = BUILDING
 Terrain[27][41] = BUILDING
 Terrain[27][42] = BUILDING
 Terrain[27][43] = PARK
 Terrain[27][44] = RIVER
 Terrain[27][45] = BUILDING
 Terrain[27][46] = RIVER
 Terrain[27][47] = BUILDING
 Terrain[27][48] = PARK
 Terrain[28][0] = BUILDING
 Terrain[28][1] = BUILDING
 Terrain[28][2] = RIVER
 Terrain[28][3] = BUILDING
 Terrain[28][4] = PARK
 Terrain[28][5] = BUILDING
 Terrain[28][6] = PARK
 Terrain[28][7] = RIVER
 Terrain[28][8] = RIVER
 Terrain[28][9] = RIVER
 Terrain[28][10] = BUILDING
 Terrain[28][11] = PARK
 Terrain[28][12] = BUILDING
 Terrain[28][13] = BUILDING
 Terrain[28][14] = BUILDING
 Terrain[28][15] = BUILDING
 Terrain[28][16] = BUILDING
 Terrain[28][17] = BUILDING
 Terrain[28][18] = BUILDING
 Terrain[28][19] = RIVER
 Terrain[28][20] = RIVER
 Terrain[28][21] = BUILDING
 Terrain[28][22] = BUILDING
 Terrain[28][23] = BUILDING
 Terrain[28][24] = BUILDING
 Terrain[28][25] = PARK
 Terrain[28][26] = BUILDING
 Terrain[28][27] = PARK
 Terrain[28][28] = BUILDING
 Terrain[28][29] = BUILDING
 Terrain[28][30] = BUILDING
 Terrain[28][31] = RIVER
 Terrain[28][32] = BUILDING
 Terrain[28][33] = BUILDING
 Terrain[28][34] = PARK
 Terrain[28][35] = BUILDING
 Terrain[28][36] = BUILDING
 Terrain[28][37] = PARK
 Terrain[28][38] = RIVER
 Terrain[28][39] = RIVER
 Terrain[28][40] = PARK
 Terrain[28][41] = BUILDING
 Terrain[28][42] = PARK
 Terrain[28][43] = BUILDING
 Terrain[28][44] = BUILDING
 Terrain[28][45] = BUILDING
 Terrain[28][46] = BUILDING
 Terrain[28][47] = PARK
 Terrain[28][48] = BUILDING
 Terrain[29][0] = BUILDING
 Terrain[29][1] = RIVER
 Terrain[29][2] = RIVER
 Terrain[29][3] = PARK
 Terrain[29][4] = BUILDING
 Terrain[29][5] = BUILDING
 Terrain[29][6] = BUILDING
 Terrain[29][7] = PARK
 Terrain[29][8] = PARK
 Terrain[29][9] = RIVER
 Terrain[29][10] = BUILDING
 Terrain[29][11] = RIVER
 Terrain[29][12] = RIVER
 Terrain[29][13] = BUILDING
 Terrain[29][14] = RIVER
 Terrain[29][15] = BUILDING
 Terrain[29][16] = BUILDING
 Terrain[29][17] = PARK
 Terrain[29][18] = RIVER
 Terrain[29][19] = BUILDING
 Terrain[29][20] = BUILDING
 Terrain[29][21] = BUILDING
 Terrain[29][22] = BUILDING
 Terrain[29][23] = BUILDING
 Terrain[29][24] = RIVER
 Terrain[29][25] = PARK
 Terrain[29][26] = PARK
 Terrain[29][27] = RIVER
 Terrain[29][28] = PARK
 Terrain[29][29] = RIVER
 Terrain[29][30] = PARK
 Terrain[29][31] = BUILDING
 Terrain[29][32] = BUILDING
 Terrain[29][33] = BUILDING
 Terrain[29][34] = PARK
 Terrain[29][35] = BUILDING
 Terrain[29][36] = BUILDING
 Terrain[29][37] = BUILDING
 Terrain[29][38] = BUILDING
 Terrain[29][39] = RIVER
 Terrain[29][40] = BUILDING
 Terrain[29][41] = RIVER
 Terrain[29][42] = PARK
 Terrain[29][43] = BUILDING
 Terrain[29][44] = BUILDING
 Terrain[29][45] = BUILDING
 Terrain[29][46] = BUILDING
 Terrain[29][47] = PARK
 Terrain[29][48] = PARK
 Terrain[30][0] = BUILDING
 Terrain[30][1] = BUILDING
 Terrain[30][2] = BUILDING
 Terrain[30][3] = PARK
 Terrain[30][4] = PARK
 Terrain[30][5] = BUILDING
 Terrain[30][6] = PARK
 Terrain[30][7] = BUILDING
 Terrain[30][8] = BUILDING
 Terrain[30][9] = BUILDING
 Terrain[30][10] = BUILDING
 Terrain[30][11] = RIVER
 Terrain[30][12] = BUILDING
 Terrain[30][13] = RIVER
 Terrain[30][14] = BUILDING
 Terrain[30][15] = PARK
 Terrain[30][16] = BUILDING
 Terrain[30][17] = RIVER
 Terrain[30][18] = BUILDING
 Terrain[30][19] = RIVER
 Terrain[30][20] = BUILDING
 Terrain[30][21] = BUILDING
 Terrain[30][22] = BUILDING
 Terrain[30][23] = BUILDING
 Terrain[30][24] = BUILDING
 Terrain[30][25] = BUILDING
 Terrain[30][26] = BUILDING
 Terrain[30][27] = RIVER
 Terrain[30][28] = RIVER
 Terrain[30][29] = BUILDING
 Terrain[30][30] = RIVER
 Terrain[30][31] = BUILDING
 Terrain[30][32] = BUILDING
 Terrain[30][33] = BUILDING
 Terrain[30][34] = BUILDING
 Terrain[30][35] = BUILDING
 Terrain[30][36] = BUILDING
 Terrain[30][37] = BUILDING
 Terrain[30][38] = BUILDING
 Terrain[30][39] = BUILDING
 Terrain[30][40] = BUILDING
 Terrain[30][41] = RIVER
 Terrain[30][42] = BUILDING
 Terrain[30][43] = PARK
 Terrain[30][44] = PARK
 Terrain[30][45] = BUILDING
 Terrain[30][46] = BUILDING
 Terrain[30][47] = BUILDING
 Terrain[30][48] = PARK
 Terrain[31][0] = BUILDING
 Terrain[31][1] = BUILDING
 Terrain[31][2] = PARK
 Terrain[31][3] = BUILDING
 Terrain[31][4] = RIVER
 Terrain[31][5] = PARK
 Terrain[31][6] = BUILDING
 Terrain[31][7] = PARK
 Terrain[31][8] = BUILDING
 Terrain[31][9] = BUILDING
 Terrain[31][10] = BUILDING
 Terrain[31][11] = PARK
 Terrain[31][12] = PARK
 Terrain[31][13] = RIVER
 Terrain[31][14] = BUILDING
 Terrain[31][15] = RIVER
 Terrain[31][16] = BUILDING
 Terrain[31][17] = RIVER
 Terrain[31][18] = PARK
 Terrain[31][19] = PARK
 Terrain[31][20] = RIVER
 Terrain[31][21] = RIVER
 Terrain[31][22] = BUILDING
 Terrain[31][23] = RIVER
 Terrain[31][24] = PARK
 Terrain[31][25] = BUILDING
 Terrain[31][26] = PARK
 Terrain[31][27] = BUILDING
 Terrain[31][28] = BUILDING
 Terrain[31][29] = RIVER
 Terrain[31][30] = RIVER
 Terrain[31][31] = BUILDING
 Terrain[31][32] = PARK
 Terrain[31][33] = BUILDING
 Terrain[31][34] = PARK
 Terrain[31][35] = BUILDING
 Terrain[31][36] = BUILDING
 Terrain[31][37] = BUILDING
 Terrain[31][38] = BUILDING
 Terrain[31][39] = BUILDING
 Terrain[31][40] = BUILDING
 Terrain[31][41] = BUILDING
 Terrain[31][42] = BUILDING
 Terrain[31][43] = BUILDING
 Terrain[31][44] = BUILDING
 Terrain[31][45] = PARK
 Terrain[31][46] = BUILDING
 Terrain[31][47] = BUILDING
 Terrain[31][48] = BUILDING
 Terrain[32][0] = PARK
 Terrain[32][1] = BUILDING
 Terrain[32][2] = PARK
 Terrain[32][3] = PARK
 Terrain[32][4] = BUILDING
 Terrain[32][5] = RIVER
 Terrain[32][6] = RIVER
 Terrain[32][7] = BUILDING
 Terrain[32][8] = BUILDING
 Terrain[32][9] = BUILDING
 Terrain[32][10] = RIVER
 Terrain[32][11] = BUILDING
 Terrain[32][12] = PARK
 Terrain[32][13] = BUILDING
 Terrain[32][14] = BUILDING
 Terrain[32][15] = BUILDING
 Terrain[32][16] = BUILDING
 Terrain[32][17] = BUILDING
 Terrain[32][18] = RIVER
 Terrain[32][19] = BUILDING
 Terrain[32][20] = BUILDING
 Terrain[32][21] = BUILDING
 Terrain[32][22] = BUILDING
 Terrain[32][23] = BUILDING
 Terrain[32][24] = BUILDING
 Terrain[32][25] = PARK
 Terrain[32][26] = PARK
 Terrain[32][27] = BUILDING
 Terrain[32][28] = PARK
 Terrain[32][29] = BUILDING
 Terrain[32][30] = RIVER
 Terrain[32][31] = RIVER
 Terrain[32][32] = BUILDING
 Terrain[32][33] = RIVER
 Terrain[32][34] = BUILDING
 Terrain[32][35] = RIVER
 Terrain[32][36] = BUILDING
 Terrain[32][37] = BUILDING
 Terrain[32][38] = PARK
 Terrain[32][39] = BUILDING
 Terrain[32][40] = RIVER
 Terrain[32][41] = BUILDING
 Terrain[32][42] = BUILDING
 Terrain[32][43] = PARK
 Terrain[32][44] = BUILDING
 Terrain[32][45] = BUILDING
 Terrain[32][46] = BUILDING
 Terrain[32][47] = BUILDING
 Terrain[32][48] = BUILDING
 Terrain[33][0] = BUILDING
 Terrain[33][1] = BUILDING
 Terrain[33][2] = PARK
 Terrain[33][3] = PARK
 Terrain[33][4] = PARK
 Terrain[33][5] = BUILDING
 Terrain[33][6] = BUILDING
 Terrain[33][7] = BUILDING
 Terrain[33][8] = BUILDING
 Terrain[33][9] = BUILDING
 Terrain[33][10] = RIVER
 Terrain[33][11] = BUILDING
 Terrain[33][12] = RIVER
 Terrain[33][13] = BUILDING
 Terrain[33][14] = BUILDING
 Terrain[33][15] = BUILDING
 Terrain[33][16] = RIVER
 Terrain[33][17] = BUILDING
 Terrain[33][18] = BUILDING
 Terrain[33][19] = BUILDING
 Terrain[33][20] = RIVER
 Terrain[33][21] = BUILDING
 Terrain[33][22] = BUILDING
 Terrain[33][23] = BUILDING
 Terrain[33][24] = BUILDING
 Terrain[33][25] = BUILDING
 Terrain[33][26] = RIVER
 Terrain[33][27] = BUILDING
 Terrain[33][28] = BUILDING
 Terrain[33][29] = RIVER
 Terrain[33][30] = BUILDING
 Terrain[33][31] = RIVER
 Terrain[33][32] = RIVER
 Terrain[33][33] = BUILDING
 Terrain[33][34] = BUILDING
 Terrain[33][35] = BUILDING
 Terrain[33][36] = BUILDING
 Terrain[33][37] = PARK
 Terrain[33][38] = BUILDING
 Terrain[33][39] = BUILDING
 Terrain[33][40] = PARK
 Terrain[33][41] = RIVER
 Terrain[33][42] = BUILDING
 Terrain[33][43] = BUILDING
 Terrain[33][44] = RIVER
 Terrain[33][45] = BUILDING
 Terrain[33][46] = BUILDING
 Terrain[33][47] = BUILDING
 Terrain[33][48] = BUILDING
 Terrain[34][0] = RIVER
 Terrain[34][1] = BUILDING
 Terrain[34][2] = RIVER
 Terrain[34][3] = BUILDING
 Terrain[34][4] = RIVER
 Terrain[34][5] = BUILDING
 Terrain[34][6] = PARK
 Terrain[34][7] = BUILDING
 Terrain[34][8] = PARK
 Terrain[34][9] = PARK
 Terrain[34][10] = BUILDING
 Terrain[34][11] = PARK
 Terrain[34][12] = PARK
 Terrain[34][13] = PARK
 Terrain[34][14] = BUILDING
 Terrain[34][15] = BUILDING
 Terrain[34][16] = BUILDING
 Terrain[34][17] = BUILDING
 Terrain[34][18] = RIVER
 Terrain[34][19] = BUILDING
 Terrain[34][20] = BUILDING
 Terrain[34][21] = BUILDING
 Terrain[34][22] = BUILDING
 Terrain[34][23] = BUILDING
 Terrain[34][24] = RIVER
 Terrain[34][25] = BUILDING
 Terrain[34][26] = BUILDING
 Terrain[34][27] = BUILDING
 Terrain[34][28] = PARK
 Terrain[34][29] = PARK
 Terrain[34][30] = BUILDING
 Terrain[34][31] = BUILDING
 Terrain[34][32] = BUILDING
 Terrain[34][33] = BUILDING
 Terrain[34][34] = PARK
 Terrain[34][35] = BUILDING
 Terrain[34][36] = BUILDING
 Terrain[34][37] = RIVER
